Puzzle Number,Description,Words,Color
169,WHOLE AMOUNT,"COUNT, GROSS, SUM, TOTAL",#69e352
169,MOJITO INGREDIENTS,"LIME, MINT, RUM, SODA",#5492ff
169,THINGS THAT ARE “STICKY”,"GLUE, GUM, STICK, TAPE",#df7bea
170,ROOMS IN A HOUSE,"BEDROOM, DEN, KITCHEN, STUDY",#fbd400
170,LAND SURROUNDED BY WATER,"ATOLL, BAR, ISLAND, KEY",#69e352
170,FILL TO EXCESS,"CRAM, JAM, PACK, STUFF",#5492ff
170,BEAN ___,"BAG, COUNTER, DIP, SPROUT",#df7bea
171,FOOT PARTS,"ARCH, BALL, SOLE, TOE",#fbd400
171,MUSICAL INSTRUMENTS,"BASS, HARP, HORN, ORGAN",#69e352
171,DOG COMMANDS,"COME, DOWN, SIT, STAY",#5492ff
171,BADDIE,"DOG, HEEL, JERK, SNAKE",#df7bea
172,AVOID,"DODGE, DUCK, ESCAPE, SKIRT",#fbd400
172,HITCHCOCK MOVIES,"BIRDS, NOTORIOUS, REBECCA, ROPE",#69e352
172,SIDEKICKS,"GOOSE, HOBBES, ROBIN, WATSON",#5492ff
172,___ CHEESE,"COTTAGE, CREAM, SAY, STRING",#df7bea
173,PLACES TO SHOP,"MALL, MARKET, OUTLET, STORE",#fbd400
173,WAYS TO REMOVE HAIR,"SHAVE, THREAD, TWEEZE, WAX",#69e352
173,PORTION OF PROFIT,"CUT, PIECE, SHARE, TAKE",#5492ff
173,KINDS OF WRENCHES,"ALLEN, CRESCENT, MONKEY, SOCKET",#df7bea
174,CONTAINERS,"BASKET, BIN, CHEST, HAMPER",#fbd400
174,CIRCULAR SHAPES,"BAND, CIRCLE, HOOP, RING",#69e352
174,RESTRICT,"CAP, CHECK, CURB, LIMIT",#5492ff
174,___ JAM,"NBA, PAPER, PEARL, TRAFFIC",#df7bea
175,MONTHLY BILLS,"CABLE, ELECTRIC, GAS, WATER",#fbd400
175,RELATED TO SOUND/HEARING,"ACOUSTIC, AUDITORY, HEARD, SONIC",#69e352
175,CONNECT,"COUPLE, HITCH, LINK, TIE",#5492ff
175,"EXCITE, WITH “UP”","AMP, FIRE, HYPE, PUMP",#df7bea
176,UNIT OF BREAD,"BAGUETTE, BUN, LOAF, ROLL",#fbd400
176,"ASSURE, AS A WIN","CLINCH, GUARANTEE, LOCK, SECURE",#69e352
176,SMALL IMPERFECTION,"CHIP, MARK, NICK, SCRATCH",#5492ff
176,HEAD OF ___,"HAIR, LETTUCE, STATE, STEAM",#df7bea
177,ENORMOUS,"BIG, GIANT, GREAT, HUGE",#fbd400
177,BOOKSTORE SECTIONS,"FICTION, HUMOR, POETRY, TRAVEL",#69e352
177,TV SHOWS WITH HAPPY-SOUNDING NAMES,"CHEERS, EUPHORIA, FELICITY, GLEE",#5492ff
177,___ CRANE,"CONSTRUCTION, FRASIER, PAPER, WHOOPING",#df7bea
178,FOUND ON SHEET MUSIC,"CLEF, NOTE, REST, STAFF",#fbd400
178,ZODIAC SYMBOLS,"BULL, CRAB, SCALES, TWINS",#69e352
178,RECORD LABELS,"CAPITOL, COLUMBIA, ISLAND, VIRGIN",#5492ff
178,ZODIAC SIGN BEGINNINGS,"CAN, GEM, LIB, TAU",#df7bea
179,STATE ABBREVIATIONS,"HI, LA, MA, OK",#fbd400
179,CABLE CHANNELS,"BET, E, HALLMARK, USA",#69e352
179,IN THE NATO ALPHABET,"ALFA, BRAVO, ROMEO, TANGO",#5492ff
179,___-___,"BOO, POM, TOM, YO",#df7bea
180,DECLINE,"EBB, FADE, FLAG, WANE",#fbd400
180,ABSOLUTE,"PURE, SHEER, TOTAL, UTTER",#69e352
180,EXPRESS,"AIR, SPEAK, STATE, VOICE",#5492ff
180,SUPERHERO LAST NAMES,"BANNER, PRINCE, STARK, WAYNE",#df7bea
181,ICE CREAM TREATS,"FLOAT, SHAKE, SPLIT, SUNDAE",#fbd400
181,HARDWARE FASTENERS,"BOLT, NAIL, RIVET, SCREW",#69e352
181,KINDS OF COOKING OIL,"CORN, OLIVE, PALM, PEANUT",#5492ff
181,STICKY ___,"FINGERS, NOTE, RICE, WICKET",#df7bea
182,PARTS OF A RIVER,"BANK, BED, DELTA, MOUTH",#fbd400
182,SOMETHING EASY TO DO,"BREEZE, CINCH, PICNIC, SNAP",#69e352
182,WRAP AROUND IN A CIRCLE,"COIL, SPIRAL, TWIST, WIND",#5492ff
182,JUMP INTO THE AIR,"BOUND, LEAP, SPRING, VAULT",#df7bea
183,LUXURIOUS FABRICS,"CHIFFON, SATIN, SILK, VELVET",#fbd400
183,COME DOWN TO REST,"LAND, PERCH, ROOST, SETTLE",#69e352
183,SHOE PARTS,"EYELET, LACE, SOLE, TONGUE",#5492ff
183,THINGS THAT ARE DELIVERED,"BABY, BLOW, PACKAGE, SPEECH",#df7bea
184,MURKY CONDITION,"CLOUD, FOG, HAZE, MIST",#fbd400
184,FOLLOW,"SHADOW, TAIL, TRACK, TRAIL",#69e352
184,PINBALL MACHINE COMPONENTS,"BALL, BUMPER, FLIPPER, PLUNGER",#5492ff
184,___LAND COUNTRIES,"FIN, ICE, IRE, NETHER",#df7bea
185,GOLF COURSE PARTS,"BUNKER, FAIRWAY, GREEN, ROUGH",#fbd400
185,“I GIVE!”,"ENOUGH, MERCY, STOP, UNCLE",#69e352
185,INDECENT,"BAWDY, BLUE, COARSE, RISQUE",#5492ff
185,”-OUGH” WORDS THAT DON’T RHYME,"BOUGH, COUGH, DOUGH, TOUGH",#df7bea
186,PESTER,"BADGER, BUG, HOUND, NAG",#fbd400
186,SPORTS VENUES,"ARENA, BOWL, DOME, FIELD",#69e352
186,SEPARATE,"DIVIDE, FORK, PART, SPLIT",#5492ff
186,SILVER ___,"FOX, LINING, SCREEN, SPOON",#df7bea
187,CURMUDGEON,"CRAB, CRANK, GROUCH, GRUMP",#fbd400
187,GET LOW,"CROUCH, DUCK, SQUAT, STOOP",#69e352
187,NATIONAL SYMBOLS,"ANTHEM, FLAG, MOTTO, SEAL",#5492ff
187,SWINDLER,"CHEAT, CROOK, QUACK, SHARK",#df7bea
188,FARM TOOLS,"HOE, PLOW, RAKE, SICKLE",#fbd400
188,SCHEME,"PLOT, PLOY, RUSE, TRICK",#69e352
188,MAKE HAPPY,"AMUSE, DELIGHT, PLEASE, TICKLE",#5492ff
188,ONOMATOPOEIA,"BANG, PLOP, SPLASH, THUD",#df7bea
189,RESERVE FOR LATER,"BANK, SAVE, STASH, STORE",#fbd400
189,"BOLDNESS, FIGURATIVELY","GALL, GUTS, NERVE, STONES",#69e352
189,USED TO BUILD A SNOWMAN,"CARROT, COAL, SNOW, STICKS",#5492ff
189,FUNNY ___,"BONE, BUSINESS, GIRL, PAGES",#df7bea
190,BRIEF MOMENT,"FLASH, JIFFY, SECOND, WINK",#fbd400
190,PRIMARY,"CHIEF, FIRST, MAIN, PRINCIPAL",#69e352
190,AVENUES IN N.Y.C.,"BROADWAY, FIFTH, MADISON, PARK",#5492ff
190,___ HOUR,"AMATEUR, ELEVENTH, HAPPY, RUSH",#df7bea
191,ACCESSORIES,"BELT, BRACELET, TIE, WATCH",#fbd400
191,COMEDIAN’S OUTPUT,"BIT, JOKE, ROUTINE, SKETCH",#69e352
191,ATTRACTION,"APPEAL, CHARM, DRAW, PULL",#5492ff
191,TWO LETTERS + NUMBER,"CANINE, FREIGHT, OFTEN, STONE",#df7bea
192,CONTACT VIA PHONE,"BUZZ, CALL, DIAL, RING",#fbd400
192,BOOK SECTIONS,"APPENDIX, CHAPTER, INDEX, PREFACE",#69e352
192,WEE,"DINKY, LITTLE, MINUTE, SLIGHT",#5492ff
192,CARTOON MICE,"ITCHY, JERRY, PINKY, SPEEDY",#df7bea
193,SEEN IN A LAUNDRY ROOM,"DRYER, HAMPER, IRON, WASHER",#fbd400
193,SHEPHERD,"DIRECT, GUIDE, LEAD, STEER",#69e352
193,WHAT “I” MIGHT MEAN,"IODINE, IOTA, MYSELF, ONE",#5492ff
193,___ VALLEY,"DEATH, HIDDEN, SILICON, UNCANNY",#df7bea
194,CLASSIC HALLOWEEN COSTUMES,"ANGEL, CLOWN, PIRATE, WITCH",#fbd400
194,BEE CREATIONS,"COMB, HIVE, HONEY, WAX",#69e352
194,INTERVAL OF TIME,"PERIOD, SPELL, STRETCH, WHILE",#5492ff
194,ANIMAL HOMOPHONES,"DEAR, HAIR, HOARSE, WAIL",#df7bea
195,MEANS OF TRANSPORTATION,"BOAT, CAR, PLANE, TRAIN",#fbd400
195,WILLING TO PARTICIPATE,"DOWN, GAME, IN, ON BOARD",#69e352
195,"LITTLE BIT, IN A RECIPE","DASH, DROP, PINCH, SPLASH",#5492ff
195,___BERRY [note no space],"BLUE, GOOSE, RASP, STRAW",#df7bea
196,GENTLE,"LIGHT, MELLOW, MILD, SOFT",#fbd400
196,CUTS OF PORK,"BELLY, CHOP, HOCK, SHOULDER",#69e352
196,STATUE OF LIBERTY FEATURES,"CROWN, ROBE, TABLET, TORCH",#5492ff
196,THINGS TO BLOW ON FOR WISHES/LUCK,"CANDLE, DANDELION, DICE, EYELASH",#df7bea
197,DARLING,"BABY, BOO, DEAR, LOVE",#fbd400
197,BASIC GEOMETRIC OBJECTS,"LINE, POINT, RAY, SEGMENT",#69e352
197,OOMPH,"ENERGY, FIRE, JUICE, ZIP",#5492ff
197,SECRET ___,"AGENT, CODE, SANTA, SAUCE",#df7bea
198,ROAD NAMES,"ALLEY, DRIVE, LANE, STREET",#fbd400
198,PAPER IN A BOOK,"FOLIO, LEAF, PAGE, SHEET",#69e352
198,RESTRAIN,"CHECK, CURB, LIMIT, STEM",#5492ff
198,THINGS YOU CAN DO TO YOUR NOSE,"BLOW, HOLD, PICK, THUMB",#df7bea
199,NAME PREFIXES,"GEN, MS, PROF, REV",#fbd400
199,ART MEDIUMS,"CHARCOAL, INK, PAINT, PASTEL",#69e352
199,INDICATION OF THINGS TO COME,"MESSAGE, OMEN, SIGN, WARNING",#5492ff
199,___ PEPPER,"BELL, BLACK, DR, GHOST",#df7bea
200,PARTS OF A CAR,"BUMPER, HOOD, TIRE, TRUNK",#fbd400
200,MOVE QUICKLY,"BOLT, DART, DASH, ZIP",#69e352
200,BIRDS,"CARDINAL, JAY, LARK, SWIFT",#5492ff
200,JAZZ LEGENDS,"HANCOCK, HOLIDAY, MONK, PARKER",#df7bea
201,SHIRTS,"CROP, POLO, TANK, TEE",#fbd400
201,"COOL, IN ’80S SLANG","BAD, FLY, FRESH, RAD",#69e352
201,LETTER SPELLINGS,"BEE, EX, GEE, JAY",#5492ff
201,___ GEORGE,"BOY, BY, CURIOUS, SAINT",#df7bea
202,BLACK-AND-WHITE ANIMALS,"ORCA, PANDA, SKUNK, ZEBRA",#fbd400
202,SEQUENCE,"CHAIN, SERIES, STRING, TRAIN",#69e352
202,HETERONYMS,"BASS, DESERT, DOVE, WIND",#5492ff
202,___ TRAP,"BEAR, SAND, SPEED, TOURIST",#df7bea
203,ORGANIZATION,"CLUB, GROUP, PARTY, TEAM",#fbd400
203,"SHARPNESS, AS OF AN IMAGE","CLARITY, DEFINITION, DETAIL, RESOLUTION",#69e352
203,PLACES IN FRANCE,"CHAMPAGNE, DIJON, NICE, TOURS",#5492ff
203,HAPPY NEW YEAR!,"BALL, COUNTDOWN, FIREWORKS, KISS",#df7bea
204,GARDENING NOUNS/VERBS,"PLANT, SEED, WATER, WEED",#fbd400
204,KINDS OF SALADS,"CAESAR, GREEK, GREEN, WEDGE",#69e352
204,"CLASSIC GAME SHOWS, FAMILIARLY","MILLIONAIRE, PRICE, PYRAMID, WHEEL",#5492ff
204,W + VOWEL PROGRESSION,"WAY, WEE, WHOA, WHY",#df7bea
205,B.L.T. INGREDIENTS,"BACON, BREAD, LETTUCE, TOMATO",#fbd400
205,OBSTRUCT,"BLOCK, CLOG, JAM, STOP",#69e352
205,BASEBALL STATS,"DOUBLE, HIT, RUN, WALK",#5492ff
205,SMALL ___,"FRY, TALK, WONDER, WORLD",#df7bea
206,MOVE THROUGH THE AIR,"FLOAT, FLY, GLIDE, SOAR",#fbd400
206,HIDDEN LISTENING DEVICES,"BUG, MIKE, TAP, WIRE",#69e352
206,"SELECT, AS A BOX ON A FORM","CHECK, MARK, TICK, X",#5492ff
206,RAPPERS MINUS FIRST LETTER,"40, COLE, PAIN, TIP",#df7bea
207,GIFT-GIVING ACCESSORIES,"BOW, BOX, CARD, WRAPPING",#fbd400
207,DATING APP ACTIONS,"BLOCK, MATCH, MESSAGE, SWIPE",#69e352
207,"COOL, IN SLANG","FIRE, LIT, SICK, TIGHT",#5492ff
207,LUCKY ___,"BREAK, CHARM, DUCK, STRIKE",#df7bea
208,PLAYFULLY BOTHER,"JOSH, KID, RIB, TEASE",#fbd400
208,APEX,"HEIGHT, MAX, PEAK, TOP",#69e352
208,WORDS FOR SPECIFIC QUANTITIES,"DOZEN, GROSS, PAIR, SCORE",#5492ff
208,WHAT “X” MIGHT MEAN,"ADULT, KISS, TEN, TIMES",#df7bea
209,STRONG SMELL,"FUNK, MUSK, ODOR, TANG",#fbd400
209,MOVE BACK AND FORTH,"ROCK, SWAY, SWING, WAVE",#69e352
209,THINGS TO PICK,"AFRO, BONE, FIGHT, LOCK",#5492ff
209,___ BALL,"CRYSTAL, DISCO, FOUL, GUTTER",#df7bea
210,TECH COMPANIES,"ALPHABET, AMAZON, APPLE, META",#fbd400
210,KINDS OF EXAMS,"BAR, FINAL, ORAL, PHYSICAL",#69e352
210,SOMETHING EXEMPLARY,"BEAUTY, GEM, MARVEL, PEACH",#5492ff
210,___ TOOTH,"BABY, EYE, SWEET, WISDOM",#df7bea
211,THINGS THAT ARE ORANGE,"BASKETBALL, CARROT, GOLDFISH, PUMPKIN",#fbd400
211,"LONG, SKINNY OBJECTS","POLE, ROD, STAFF, STICK",#69e352
211,SEEN ON A GOLF COURSE,"CART, CLUB, HOLE, TEE",#5492ff
211,SHAPES OF CAPITAL GREEK LETTERS,"CIRCLE, HORSESHOE, PITCHFORK, TRIANGLE",#df7bea
212,CLEANING SUPPLIES,"BROOM, MOP, RAG, SPONGE",#fbd400
212,"ELEMENTS OF COOKING,  PER SAMIN NOSRAT","ACID, FAT, HEAT, SALT",#69e352
212,THINGS THAT MAKE YOU SNEEZE,"DUST, PEPPER, POLLEN, SMOKE",#5492ff
212,TITULAR FICTIONAL DETECTIVES,"MAGNUM, MONK, SHAFT, TRACY",#df7bea
213,BIT OF MAGIC,"CHARM, CURSE, HEX, SPELL",#fbd400
213,FOUND AROUND A FIREPLACE,"FLUE, GRATE, LOG, POKER",#69e352
213,THINGS SEEN AT A CASINO,"CARDS, CHIPS, DICE, SLOTS",#5492ff
213,WAYS TO PREPARE CHEESE,"CRUMBLE, MELT, SHRED, SLICE",#df7bea
214,STATES OF MATTER,"GAS, LIQUID, PLASMA, SOLID",#fbd400
214,ALL-TIMER,"GREAT, HERO, ICON, LEGEND",#69e352
214,“PH” WORDS THAT ALSO WORK WITH “F”,"PHAT, PHEW, PHILLY, PHISH",#5492ff
214,___ PITCH,"ELEVATOR, FEVER, PERFECT, SALES",#df7bea
215,TOPIC OF DISCUSSION,"ISSUE, MATTER, POINT, SUBJECT",#fbd400
215,SECTION OF ONE’S LIFE,"CHAPTER, PERIOD, PHASE, STAGE",#69e352
215,"PARTS OF A CAR, INFORMALLY","DASH, SHOCK, TANK, WHEEL",#5492ff
215,COLOR HOMOPHONES,"BLEW, CHORAL, READ, ROWS",#df7bea
216,CREDENTIALS FOR ENTRY,"BADGE, INVITE, PASS, TICKET",#fbd400
216,PRESIDE OVER,"CHAIR, DIRECT, LEAD, RUN",#69e352
216,AMERICAN FOOTBALL POSITIONS,"CENTER, END, SAFETY, TACKLE",#5492ff
216,POSTPONE,"HOLD, PUNT, STALL, TABLE",#df7bea
217,THINGS TO PAY,"BILL, CHECK, INVOICE, TAB",#fbd400
217,THIEVE,"PINCH, ROB, STEAL, SWIPE",#69e352
217,MALE ANIMALS,"BUCK, BULL, JACK, TOM",#5492ff
217,"LEGWEAR, IN THE SINGULAR","JEAN, PANT, SHORT, TIGHT",#df7bea
218,LIST OF CANDIDATES,"BALLOT, ROSTER, SLATE, TICKET",#fbd400
218,PROTECTIVE BARRIER,"BUFFER, CUSHION, PAD, SHIELD",#69e352
218,MEDICINE FORMATS,"CAPSULE, CREAM, SYRUP, TABLET",#5492ff
218,PEA ___,"COAT, GREEN, POD, SOUP",#df7bea
219,DECEIVE,"CON, DUPE, FOOL, TRICK",#fbd400
219,INSIDE INFO,"DOPE, SCOOP, SKINNY, WORD",#69e352
219,TILT TO ONE SIDE,"CANT, LEAN, LIST, SLOPE",#5492ff
219,WORDS SPELLED WITH AN UPSIDE-DOWN CALCULATOR,"BOOB, EGGSHELL, GIGGLE, HELLO",#df7bea
220,DATA SET DATA,"MEAN, MEDIAN, MODE, RANGE",#fbd400
220,CHEMISTRY TERMS,"BASE, BOND, ELEMENT, SOLUTION",#69e352
220,ADJECTIVE INTENSIFIERS,"AWFUL, PRETTY, RATHER, REAL",#5492ff
220,RADIO HALL OF FAME MEMBERS,"GLASS, GROSS, KING, STERN",#df7bea
221,SHOW OFF,"GRANDSTAND, PEACOCK, POSTURE, STRUT",#fbd400
221,FOREMOST,"MAIN, PARAMOUNT, PRIME, SUPREME",#69e352
221,COLORS IN BRAZIL’S FLAG,"BLUE, GREEN, WHITE, YELLOW",#5492ff
221,___ LETTER,"CHAIN, COVER, LOVE, SCARLET",#df7bea
222,SUNDAE TOPPINGS,"CHERRY, FUDGE, NUTS, SPRINKLES",#fbd400
222,LEAVE HIGH AND DRY,"DESERT, DITCH, MAROON, STRAND",#69e352
222,“PHOOEY!”,"CURSES, DARN, RATS, SHOOT",#5492ff
222,WORDS IN TONGUE TWISTERS,"FUZZY, PEPPERS, SEASHELLS, WOODCHUCK",#df7bea
223,DECLINE,"DIP, DROP, FALL, SINK",#fbd400
223,MOVE WITH SPEED,"BLAZE, FLY, RACE, TEAR",#69e352
223,KINDS OF DANCE,"MODERN, SALSA, SWING, TAP",#5492ff
223,BABY ___,"BOOM, CARROT, SHOWER, TALK",#df7bea
224,RIP OFF,"FLEECE, HOSE, ROB, STIFF",#fbd400
224,THINGS MADE OF WAX,"CANDLE, CRAYON, HONEYCOMB, SEAL",#69e352
224,PARTS OF AN AIRPLANE,"CABIN, ENGINE, NOSE, WING",#5492ff
224,UNITS OF VEGETABLES,"BULB, EAR, HEAD, STALK",#df7bea
225,SYMBOLIC RODS,"BATON, SCEPTER, STAFF, WAND",#fbd400
225,DENTAL TERMS,"CAVITY, CROWN, FILLING, PLAQUE",#69e352
225,RUBBER STAMP WORDS,"APPROVED, PAID, URGENT, VOID",#5492ff
225,___ YEAR,"GAP, LEAP, LIGHT, SCHOOL",#df7bea
226,BRING INTO BEING,"COIN, CREATE, DEVISE, INVENT",#fbd400
226,EXCELLENT,"FINE, PRIME, QUALITY, STERLING",#69e352
226,SYMBOLS ABOVE NUMBERS ON A KEYBOARD,"AT, DOLLAR, PERCENT, POUND",#5492ff
226,PASS THE ___,"BAR, BUCK, TIME, TORCH",#df7bea
227,SMARTPHONE FEATURES BEGINNING WITH “C”,"CALCULATOR, CALENDAR, CAMERA, CLOCK",#fbd400
227,PARTS OF THE EYE,"CONE, IRIS, LENS, PUPIL",#69e352
227,FAMILIAL NICKNAMES,"DADA, GRAMMY, MUM, POPPY",#5492ff
227,WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,"EXPOSE, PATE, RESUME, ROSE",#df7bea
228,OF-THE-MOMENT,"BIG, HOT, IN, POPULAR",#fbd400
228,PICTOGRAPH,"CHARACTER, GLYPH, ICON, SYMBOL",#69e352
228,"IMPOSE, AS A PENALTY","ASSESS, CHARGE, FINE, LEVY",#5492ff
228,WORDS BEGINNING WITH BODY PARTS,"HANDSOME, HIPPO, LEGEND, LIPID",#df7bea
229,BASEBALL EQUIPMENT,"BALL, BASE, BAT, GLOVE",#fbd400
229,HARD HIT,"BLOW, LICK, SOCK, STRIKE",#69e352
229,ORIGINAL MONOPOLY TOKENS,"BOOT, IRON, THIMBLE, TOP HAT",#5492ff
229,___ BUNNY,"BAD, BUGS, DUST, HONEY",#df7bea
230,HURT,"ACHE, BURN, SMART, STING",#fbd400
230,LOOK AFTER,"GUARD, MIND, TEND, WATCH",#69e352
230,SOUGHT AFTER IN “THE WIZARD OF OZ”,"BRAIN, COURAGE, HEART, HOME",#5492ff
230,SILENT “W”,"ANSWER, TWO, WRIST, WRONG",#df7bea
231,HIGHEST POINT,"CREST, PEAK, SUMMIT, VERTEX",#fbd400
231,“CAN I GET YOUR ___?” (PHONE INFO REQUEST),"CELL, CONTACT, DIGITS, NUMBER",#69e352
231,MODIFIERS MEANING “SMALL”,"BABY, MINI, POCKET, TOY",#5492ff
231,INSIDE A SCRABBLE BOX,"BAG, BOARD, RACKS, TILES",#df7bea
232,DO SOME MARKETING FOR,"PITCH, PLUG, PROMOTE, PUSH",#fbd400
232,ROMANTIC TWOSOME,"COUPLE, ITEM, PAIR, THING",#69e352
232,TENNIS SCORING TERMS,"AD, ALL, DEUCE, LOVE",#5492ff
232,WORDS WITH “FRUIT”,"BREAD, DRAGON, JACK, PASSION",#df7bea
233,HIT HARD,"BANG, HAMMER, POUND, SLAM",#fbd400
233,NEWSPAPER NAMES,"CHRONICLE, HERALD, REGISTER, SUN",#69e352
233,CRESCENT-SHAPED THINGS,"BANANA, CROISSANT, MOON, SICKLE",#5492ff
233,POWER-UPS IN SUPER MARIO WORLD,"FEATHER, FLOWER, MUSHROOM, STAR",#df7bea
234,MERRIMENT,"CHEER, FESTIVITY, GLEE, MIRTH",#fbd400
234,BOOKED FOR A WEDDING,"BAND, CATERER, FLORIST, OFFICIANT",#69e352
234,RHYMES,"CHOIR, FIRE, FRYER, LIAR",#5492ff
234,___ PIT,"BARBECUE, ORCHESTRA, SNAKE, TAR",#df7bea
235,MAKE SHORTER,"CLIP, CUT, PARE, TRIM",#fbd400
235,MUSCULAR,"BUILT, JACKED, RIPPED, SWOLE",#69e352
235,ENTHUSIAST,"BUFF, FAN, LOVER, NUT",#5492ff
235,WRINKLY THINGS,"BRAIN, PRUNE, PUG, WALNUT",#df7bea
236,TIME OFF,"BREAK, HOLIDAY, LEAVE, RECESS",#fbd400
236,FEATURES OF A BELT,"BUCKLE, HOLE, LOOP, STRAP",#69e352
236,HOMOPHONES,"HOLEY, HOLI, HOLY, WHOLLY",#5492ff
236,___WOOD,"DOG, DRIFT, HOLLY, SANDAL",#df7bea
237,COMMERCIAL ORGANIZATION,"AGENCY, COMPANY, ENTERPRISE, FIRM",#fbd400
237,FARM FIXTURES,"COOP, PEN, STABLE, STY",#69e352
237,CLASSIC DOG NAMES,"FLUFFY, REX, ROVER, SPOT",#5492ff
237,COLORS MINUS THEIR FIRST LETTERS,"INK, LACK, OLD, RANGE",#df7bea
238,DRINKS WITH CAFFEINE,"COCOA, COFFEE, MATE, TEA",#fbd400
238,UNEXCITING,"BORING, DULL, MUNDANE, VANILLA",#69e352
238,COMEDIAN’S PERFORMANCE,"ACT, BIT, ROUTINE, SET",#5492ff
238,MARTINI SPECIFICATIONS,"DIRTY, DRY, TWIST, UP",#df7bea
239,"""GIVE ME A BREAK!""","BROTHER, LORD, PLEASE, SHEESH",#fbd400
239,ECCLESIASTICAL TITLES,"BISHOP, CARDINAL, PASTOR, PRIOR",#69e352
239,ROCK & ROLL HALL OF FAME INDUCTEES,"HEART, MADONNA, PRINCE, QUEEN",#5492ff
239,CITY HOMOPHONES,"DELI, NIECE, ROAM, SOUL",#df7bea
240,"OSTENTATIOUS, AS AN OUTFIT","BRIGHT, FLASHY, GARISH, LOUD",#fbd400
240,EUPHEMISMS FOR FLATULENCE,"GAS, STINKER, TOOT, WIND",#69e352
240,KINDS OF BLOND,"DIRTY, HONEY, PLATINUM, STRAWBERRY",#5492ff
240,WHAT “O” MIGHT MEAN,"HUG, OF, OXYGEN, ZERO",#df7bea
241,SEA CREATURES,"CRAB, RAY, SPONGE, SQUID",#fbd400
241,BASIC TWO-DIMENSIONAL SHAPES,"CIRCLE, DIAMOND, SQUARE, TRIANGLE",#69e352
241,BOXING MANEUVERS,"BOB, CROSS, HOOK, WEAVE",#5492ff
241,FANCY ___,"FEAST, FREE, PANTS, THAT",#df7bea
242,ARCHERY EQUIPMENT,"ARROW, BOW, QUIVER, TARGET",#fbd400
242,CARD GAMES,"BRIDGE, GIN, SPIT, WAR",#69e352
242,WALLOP,"BELT, CLOCK, DECK, SLUG",#5492ff
242,CLASSIC TATTOOS,"ANCHOR, DRAGON, HEART, ROSE",#df7bea
243,MUSIC PLAYER BUTTONS,"REWIND, SHUFFLE, SKIP, STOP",#fbd400
243,BROADCAST,"AIR, RUN, SCREEN, SHOW",#69e352
243,THINGS YOU CAN DRAW,"BATH, CARD, CURTAIN, PICTURE",#5492ff
243,NUMBER ANAGRAMS,"EON, ETHER, NET, TOW",#df7bea
244,STOOL PIGEON,"CANARY, FINK, RAT, SNITCH",#fbd400
244,CRAM INTO A TIGHT SPACE,"JAM, PACK, SQUEEZE, STUFF",#69e352
244,YOGA POSES,"CAT, COW, MOUNTAIN, TRIANGLE",#5492ff
244,___FLY,"BUTTER, DRAGON, FIRE, HORSE",#df7bea
245,MONOTONOUS SOUNDS,"BUZZ, DRONE, HUM, PURR",#fbd400
245,BOATS,"BARGE, DORY, SCOW, SLOOP",#69e352
245,CAPTAINS,"AMERICA, HOOK, MORGAN, NEMO",#5492ff
245,PREFIXES WITH -CRACY,"AUTO, BUREAU, DEMO, PLUTO",#df7bea
246,BAD THINGS FOR A VIDEO CALL TO DO,"DROP, ECHO, FREEZE, LAG",#fbd400
246,COSTUMES WITH STRIPED SHIRTS,"MIME, PRISONER, REFEREE, SAILOR",#69e352
246,SEEN IN “ALADDIN”,"GENIE, MONKEY, PARROT, PRINCESS",#5492ff
246,MOVIES MINUS NUMBERS,"APOLLO, CANDLES, FANTASTIC, SAMURAI",#df7bea
247,"ENCOURAGE, WITH ""ON""","EGG, GOAD, SPUR, URGE",#fbd400
247,SPHERICAL FOODS,"JAWBREAKER, MEATBALL, MOZZARELLA, ORANGE",#69e352
247,GROCERY STORE AISLES,"DAIRY, FROZEN, PRODUCE, SNACK",#5492ff
247,GO ___,"BANANAS, FIGURE, FISH, STEADY",#df7bea
248,TOUCH LIGHTLY,"BRUSH, GRAZE, KISS, SKIM",#fbd400
248,KINDS OF NUMBERS,"ODD, PERFECT, PRIME, WHOLE",#69e352
248,SAUCES IN CHINESE CUISINE,"OYSTER, PLUM, SOY, XO",#5492ff
248,BEAR ___,"CLAW, FRUIT, HUG, WITNESS",#df7bea
249,FOLLOW ATTENTIVELY,"MONITOR, SURVEY, TRACK, WATCH",#fbd400
249,WHERE YOU MIGHT FIND SAND,"BEACH, DESERT, HOURGLASS, PLAYGROUND",#69e352
249,OVEN BUTTONS,"BAKE, BROIL, LIGHT, TIMER",#5492ff
249,BRITPOP BANDS,"BLUR, OASIS, PULP, SUEDE",#df7bea
250,COMFY SHOES,"CROC, LOAFER, MOCCASIN, SLIPPER",#fbd400
250,THINGS MADE WITH FEATHERS,"BOA, HEADDRESS, PILLOW, SHUTTLECOCK",#69e352
250,PROGRAMMING LANGUAGES,"BASIC, JAVA, PYTHON, RUBY",#5492ff
250,THINGS THAT CAN STRIKE,"COBRA, INSPIRATION, LIGHTNING, UNION",#df7bea
251,BIT OF HAIR,"CURL, LOCK, RINGLET, TRESS",#fbd400
251,MEDIA ATTENTION,"COVERAGE, EXPOSURE, PRESS, PUBLICITY",#69e352
251,NOUN SUFFIXES,"DOM, ION, NESS, SHIP",#5492ff
251,___ CIRCUS,"FAMILY, FLEA, FLYING, MEDIA",#df7bea
